id,I�O,zau-pf-kpf,si-ida,si-n,si-psc,zuj-zuj-kod-orig,zuj-nzuj,zuj-nuts4,zuj-nazev-nuts4,su-isk,su-ise,su-kpp,si-nu,si-nco,su-esa2010t,su-esa2010,si-tcd,si-cd,si-co,si-at,od,do,edited_by,lchange
1749201,46974555,205,332290896,,,587711,Polná,CZ0632,Jihlava,,,Neuvedeno,,,Nefinanční podniky soukromé národní,11002,,,,"Polná, okr. Jihlava, Žejdlicova 681",1568401204,0,,13/09/2019 21:00
1749200,16142519,101,317723717,Praha,14200,500119,Praha 4,CZ0100,Praha,,,Neuvedeno,Ve Lhotce,Lhotka,Osoby samostatně výdělečně činné,14200,1,814,5,,1568401203,0,,13/09/2019 21:00
1749199,60714581,112,339649076,Koryčany,76805,588601,Koryčany,CZ0721,Kroměříž,,,Neuvedeno,Nádražní,,Nefinanční podniky soukromé národní,11002,1,260,,,1568401203,0,,13/09/2019 21:00
1641590,48584151,112,338795360,Praha,13000,500097,Praha 3,CZ0100,Praha,,,Neuvedeno,Jičínská,Vinohrady,Nefinanční podniky soukromé národní,11002,1,2285,4,,1568380018,0,,13/09/2019 15:06
1328492,25132849,112,336693380,Sadská,28912,537764,Sadská,CZ0208,Nymburk,,,Neuvedeno,Za Sokolovnou,,Nefinanční podniky soukromé národní,11002,1,973,,,1568378948,0,,13/09/2019 14:49
1357364,25645048,111,320888950,Praha,12800,500089,Praha 2,CZ0100,Praha,,,Neuvedeno,Vratislavova,Vyšehrad,Nefinanční podniky soukromé národní,11002,1,31,6,,1568379040,0,,13/09/2019 14:50
1749198,46975713,112,312133498,,,585068,Zlín,CZ0724,Zlín,,,Neuvedeno,,,Nefinanční podniky soukromé národní,11002,,,,"Zlín, J. Fučíka 3626",1568401203,0,,13/09/2019 21:00
1628380,47282380,205,334794140,Liberec,46014,556904,Liberec (nečleněné město),CZ0513,Liberec,,,Neuvedeno,Horská,Liberec XVII-Kateřinky,Nefinanční podniky soukromé národní,11002,1,167,,,1568379968,0,,13/09/2019 15:06
1749197,45242429,112,331259656,Praha,12000,500089,Praha 2,CZ0100,Praha,,,Neuvedeno,Škrétova,Vinohrady,Pomocné finanční instituce soukromé národní,12602,1,432,3,,1568401203,0,,13/09/2019 21:00
1076534,31909,205,338155147,Vimperk,38501,550647,Vimperk,CZ0315,Prachatice,,,100 - 199 zaměstnanců,1. máje,Vimperk II,Nefinanční podniky soukromé národní,11002,1,200,,,1568191443,0,,11/09/2019 10:44
1749196,25167626,112,335431799,České Budějovice,37004,544256,České Budějovice,CZ0311,České Budějovice,,,Neuvedeno,K. Světlé,České Budějovice 3,Nefinanční podniky soukromé národní,11002,1,512,4,,1568401203,0,,13/09/2019 21:00
1651524,49708872,112,339709459,Praha,12000,500089,Praha 2,CZ0100,Praha,,,10 - 19 zaměstnanců,Jana Masaryka,Vinohrady,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,1,523,11,,1568380054,0,,13/09/2019 15:07
1001138,53155,331,304032977,Bzenec,69681,586081,Bzenec,CZ0645,Hodonín,13130,Místní vládní instituce,200 - 249 zaměstnanců,náměstí Svobody 318,,,,,,,,1568131264,0,,10/09/2019 18:01
1001139,53163,331,304385952,Kyjov,69736,586307,Kyjov,CZ0645,Hodonín,13130,Místní vládní instituce,100 - 199 zaměstnanců,Havlíčkova 1223/17,,,,,,,,1568131264,0,,10/09/2019 18:01
1001141,53198,331,304530154,Tišnov,66625,584002,Tišnov,CZ0643,Brno-venkov,13130,Místní vládní instituce,25 - 49 zaměstnanců,nám. Míru 22,,,,,,,,1568131264,0,,10/09/2019 18:01
1001161,55069,331,304241963,Moravské Budějovice,67602,591181,Moravské Budějovice,CZ0634,Třebíč,13130,Místní vládní instituce,50 - 99 zaměstnanců,Tovačovského sady 79,,,,,,,,1568131264,0,,10/09/2019 18:01
1001162,55107,331,304556430,Uherský Brod,68801,592731,Uherský Brod,CZ0722,Uherské Hradiště,13130,Místní vládní instituce,50 - 99 zaměstnanců,Sv. Čecha 1110,,,,,,,,1568131264,0,,10/09/2019 18:01
1001163,55166,331,304241965,Moravský Krumlov,67201,594482,Moravský Krumlov,CZ0647,Znojmo,13130,Místní vládní instituce,100 - 199 zaměstnanců,nám. Klášterní 127,,,,,,,,1568131264,0,,10/09/2019 18:01
1001166,55301,331,304241966,Znojmo,66967,593711,Znojmo,CZ0647,Znojmo,13130,Místní vládní instituce,100 - 199 zaměstnanců,Dvořákova 19,,,,,,,,1568131264,0,,10/09/2019 18:01
1001168,55468,331,304241967,Rajhrad,66461,583758,Rajhrad,CZ0643,Brno-venkov,13130,Místní vládní instituce,100 - 199 zaměstnanců,Masarykova 198,,,,,,,,1568131264,0,,10/09/2019 18:01
1001193,56324,331,304598889,Boskovice,68001,581372,Boskovice,CZ0641,Blansko,13130,Místní vládní instituce,100 - 199 zaměstnanců,nám. 9.května 2a,,,,,,,,1568131264,0,,10/09/2019 18:01
1001558,69485,331,304582531,Slaný,27401,532819,Slaný,CZ0203,Kladno,13130,Místní vládní instituce,25 - 49 zaměstnanců,Hlaváčkovo Nám. 673,,,,,,,,1568131265,0,,10/09/2019 18:01
1001561,69515,331,304385961,Čáslav,28680,534005,Čáslav,CZ0205,Kutná Hora,13130,Místní vládní instituce,50 - 99 zaměstnanců,nám. Jana Žižky z Trocnova 75,Čáslav-Staré Město,,,,,,,1568131265,0,,10/09/2019 18:01
1001564,69540,331,304241989,Liběchov,27721,535001,Liběchov,CZ0206,Mělník,13130,Místní vládní instituce,25 - 49 zaměstnanců,Boží Voda 230,,,,,,,,1568131265,0,,10/09/2019 18:01
1001568,69558,331,304635185,Horky nad Jizerou,29473,535818,Horky nad Jizerou,CZ0207,Mladá Boleslav,13130,Místní vládní instituce,50 - 99 zaměstnanců,35,,,,,,,,1568131265,0,,10/09/2019 18:01
1001565,69566,331,304241990,Loukovec,29411,536261,Loukovec,CZ0207,Mladá Boleslav,13130,Místní vládní instituce,50 - 99 zaměstnanců,Hubálov 17,Hubálov,,,,,,,1568131265,0,,10/09/2019 18:01
1001570,69574,331,304494025,Městec Králové,28903,537489,Městec Králové,CZ0208,Nymburk,13130,Místní vládní instituce,25 - 49 zaměstnanců,T.G.Masaryka 4,,,,,,,,1568131265,0,,10/09/2019 18:01
1001576,69621,331,304654944,Praha-Velká Chuchle,15900,547115,Praha-Velká Chuchle,CZ0100,Praha,13130,Místní vládní instituce,50 - 99 zaměstnanců,U Závodiště 325/1,Velká Chuchle,,,,,,,1568131265,0,,10/09/2019 18:01
1749195,69647,331,337928211,Hluboš,26222,540242,Hluboš,CZ020B,Příbram,,,50 - 99 zaměstnanců,,,Místní vládní instituce,13130,1,178,,,1568401203,0,,13/09/2019 21:00
1001756,73130,331,304457938,Týn nad Vltavou,37501,545201,Týn nad Vltavou,CZ0311,České Budějovice,13130,Místní vládní instituce,50 - 99 zaměstnanců,1,Hněvkovice na levém břehu Vltavy,,,,,,,1568131266,0,,10/09/2019 18:01
1001758,73172,331,304385963,Dačice,38011,546127,Dačice,CZ0313,Jindřichův Hradec,13130,Místní vládní instituce,50 - 99 zaměstnanců,nám. Republiky 86/V,Dačice V,,,,,,,1568131266,0,,10/09/2019 18:01
1001762,73181,331,304242003,Třeboň,37901,547336,Třeboň,CZ0313,Jindřichův Hradec,13130,Místní vládní instituce,100 - 199 zaměstnanců,Vrchlického 567/II,Třeboň II,,,,,,,1568131266,0,,10/09/2019 18:01
1002022,77461,331,304242014,Cheb,35011,554481,Cheb,CZ0411,Cheb,13130,Místní vládní instituce,100 - 199 zaměstnanců,Obrněné brigády 6,,,,,,,,1568131266,0,,10/09/2019 18:01
1002017,77615,331,304546570,Sušice,34230,557153,Sušice,CZ0322,Klatovy,13130,Místní vládní instituce,100 - 199 zaměstnanců,U Kapličky 761,Sušice II,,,,,,,1568131266,0,,10/09/2019 18:01
1002029,77631,331,304494031,Horažďovice,34101,556254,Horažďovice,CZ0322,Klatovy,13130,Místní vládní instituce,25 - 49 zaměstnanců,Blatenská 313,,,,,,,,1568131266,0,,10/09/2019 18:01
1002028,77691,331,304242016,Oselce,33501,558184,Oselce,CZ0324,Plzeň-jih,13130,Místní vládní instituce,50 - 99 zaměstnanců,1,,,,,,,,1568131266,0,,10/09/2019 18:01
1002030,77704,331,304494032,Kralovice,33141,559075,Kralovice,CZ0325,Plzeň-sever,13130,Místní vládní instituce,50 - 99 zaměstnanců,náměstí Osvobození 32,,,,,,,,1568131266,0,,10/09/2019 18:01
1002026,77879,331,304242017,Bor,34802,560758,Bor,CZ0327,Tachov,13130,Místní vládní instituce,25 - 49 zaměstnanců,Plzeňská 231,,,,,,,,1568131266,0,,10/09/2019 18:01
1002291,82627,331,304494037,Trmice,40004,553697,Trmice,CZ0427,Ústí nad Labem,13130,Místní vládní instituce,100 - 199 zaměstnanců,Václavské náměstí 10,,,,,,,,1568131267,0,,10/09/2019 18:01
1002499,87408,331,304631888,Ústí nad Orlicí,56201,579891,Ústí nad Orlicí,CZ0534,Ústí nad Orlicí,13130,Místní vládní instituce,100 - 199 zaměstnanců,Zahradní 541,,,,,,,,1568131267,0,,10/09/2019 18:01
1002543,87751,331,304635191,Nový Bydžov,50401,570508,Nový Bydžov,CZ0521,Hradec Králové,13130,Místní vládní instituce,100 - 199 zaměstnanců,Dr. M. Tyrše 112,,,,,,,,1568131267,0,,10/09/2019 18:01
1002544,87815,331,304608679,Jaroměř,55129,574121,Jaroměř,CZ0523,Náchod,13130,Místní vládní instituce,50 - 99 zaměstnanců,Studničkova 260,Pražské Předměstí,,,,,,,1568131267,0,,10/09/2019 18:01
1002547,87840,331,304242035,Chvaletice,53312,575071,Chvaletice,CZ0532,Pardubice,13130,Místní vládní instituce,25 - 49 zaměstnanců,Žižkova 139,,,,,,,,1568131267,0,,10/09/2019 18:01
1002548,87858,331,304608680,Kladruby nad Labem,53314,575178,Kladruby nad Labem,CZ0532,Pardubice,13130,Místní vládní instituce,25 - 49 zaměstnanců,Kladruby nad Labem 105,,,,,,,,1568131267,0,,10/09/2019 18:01
1002552,87891,331,304457948,Vysoké nad Jizerou,51211,577693,Vysoké nad Jizerou,CZ0514,Semily,13130,Místní vládní instituce,50 - 99 zaměstnanců,Dr.Farského 300,,,,,,,,1568131267,0,,10/09/2019 18:01
1002555,87939,331,304494040,Králíky,56169,580481,Králíky,CZ0534,Ústí nad Orlicí,13130,Místní vládní instituce,25 - 49 zaměstnanců,Předměstí 427,,,,,,,,1568131267,0,,10/09/2019 18:01
1002546,87998,331,304556437,Hořice,50801,572926,Hořice,CZ0522,Jičín,13130,Místní vládní instituce,25 - 49 zaměstnanců,Havlíčkova 54,,,,,,,,1568131267,0,,10/09/2019 18:01
1003060,100340,331,304582534,Jablunkov,73991,598259,Jablunkov,CZ0802,Frýdek-Místek,13130,Místní vládní instituce,50 - 99 zaměstnanců,Školní 416,,,,,,,,1568131268,0,,10/09/2019 18:01
1003968,125423,331,304635200,Most,43401,567027,Most,CZ0425,Most,13130,Místní vládní instituce,200 - 249 zaměstnanců,Dělnická 21,Velebudice,,,,,,,1568131271,0,,10/09/2019 18:01
1004524,145238,331,304556445,Hradec Králové,50002,569810,Hradec Králové,CZ0521,Hradec Králové,13130,Místní vládní instituce,50 - 99 zaměstnanců,17.listopadu 1202,,,,,,,,1568131272,0,,10/09/2019 18:01
1005169,173843,331,304457993,Brno-Bosonohy,64200,551325,Brno-Bosonohy,CZ0642,Brno-město,13130,Místní vládní instituce,100 - 199 zaměstnanců,Pražská 38B,Bosonohy,,,,,,,1568131273,0,,10/09/2019 18:01
1005276,175790,331,304422152,Hradec Králové,50002,569810,Hradec Králové,CZ0521,Hradec Králové,13130,Místní vládní instituce,100 - 199 zaměstnanců,Vocelova 1338,,,,,,,,1568131273,0,,10/09/2019 18:01
1005315,176401,331,304494078,Jeseník,79001,536385,Jeseník,CZ0711,Jeseník,13130,Místní vládní instituce,100 - 199 zaměstnanců,Dukelská 1240,,,,,,,,1568131273,0,,10/09/2019 18:01
1005465,191191,331,304242219,Rybitví,53354,575593,Rybitví,CZ0532,Pardubice,13130,Místní vládní instituce,50 - 99 zaměstnanců,Sokolovská 148,,,,,,,,1568131274,0,,10/09/2019 18:01
1006204,219321,331,304422170,Brno-Královo Pole,61200,551007,Brno-Královo Pole,CZ0642,Brno-město,13130,Místní vládní instituce,100 - 199 zaměstnanců,Křižíkova 15,Královo Pole,,,,,,,1568131275,0,,10/09/2019 18:01
1006404,226467,331,304654953,Brno-Slatina,62700,551295,Brno-Slatina,CZ0642,Brno-město,13130,Místní vládní instituce,50 - 99 zaměstnanců,Šmahova 110,Slatina,,,,,,,1568131275,0,,10/09/2019 18:01
1006403,226475,331,304242284,Brno-Černovice,62700,551066,Brno-Černovice,CZ0642,Brno-město,13130,Místní vládní instituce,100 - 199 zaměstnanců,Olomoucká 61,,,,,,,,1568131275,0,,10/09/2019 18:01
1009924,300268,331,304243382,Praha 9,19000,500216,Praha 9,CZ0100,Praha,13130,Místní vládní instituce,250 - 499 zaměstnanců,Učňovská 1/100,,,,,,,,1568131283,0,,10/09/2019 18:01
1011155,376469,331,304598929,Horšovský Týn,34601,553671,Horšovský Týn,CZ0321,Domažlice,13130,Místní vládní instituce,50 - 99 zaměstnanců,Jana Littrowa 122,Velké Předměstí,,,,,,,1568131358,0,,10/09/2019 18:02
1011319,380385,331,304679033,Brno-Komín,62400,551228,Brno-Komín,CZ0642,Brno-město,13130,Místní vládní instituce,200 - 249 zaměstnanců,Čichnova 23,Komín,,,,,,,1568131359,0,,10/09/2019 18:02
1011324,380431,331,304494421,Brno-Líšeň,62800,551287,Brno-Líšeň,CZ0642,Brno-město,13130,Místní vládní instituce,100 - 199 zaměstnanců,Trnkova 2482/113,Líšeň,,,,,,,1568131359,0,,10/09/2019 18:02
1011591,401293,331,304582679,Brno-střed,63900,550973,Brno-střed,CZ0642,Brno-město,13130,Místní vládní instituce,25 - 49 zaměstnanců,Vídeňská 26/28,,,,,,,,1568131359,0,,10/09/2019 18:02
1011871,409014,331,304598931,Zábřeh,78922,541354,Zábřeh,CZ0715,Šumperk,13130,Místní vládní instituce,100 - 199 zaměstnanců,nám. 8. května 2,,,,,,,,1568131360,0,,10/09/2019 18:02
1011929,410233,331,304386374,Kunice,25163,538426,Kunice,CZ0209,Praha-východ,13130,Místní vládní instituce,25 - 49 zaměstnanců,60,,,,,,,,1568131360,0,,10/09/2019 18:02
1014742,476919,331,304422565,Tábor,39011,552046,Tábor,CZ0317,Tábor,13130,Místní vládní instituce,50 - 99 zaměstnanců,Bydlinského 2474,,,,,,,,1568131365,0,,10/09/2019 18:02
1014798,477419,331,304422567,Vimperk,38518,550647,Vimperk,CZ0315,Prachatice,13130,Místní vládní instituce,100 - 199 zaměstnanců,Nerudova 267,Vimperk II,,,,,,,1568131365,0,,10/09/2019 18:02
1015987,495433,331,304386415,Jeseník,79001,536385,Jeseník,CZ0711,Jeseník,13130,Místní vládní instituce,50 - 99 zaměstnanců,U Jatek 916/8,,,,,,,,1568131367,0,,10/09/2019 18:02
1016050,497029,331,304243765,Rumburk,40801,562777,Rumburk,CZ0421,Děčín,13130,Místní vládní instituce,25 - 49 zaměstnanců,Jiříkovská 840/4,Rumburk 1,,,,,,,1568131367,0,,10/09/2019 18:02
1016054,497061,331,304243766,Plzeň 3,32013,546003,Plzeň 3,CZ0323,Plzeň-město,13130,Místní vládní instituce,50 - 99 zaměstnanců,Borská 55,,,,,,,,1568131367,0,,10/09/2019 18:02
1016058,497070,331,304530327,Praha 15,10200,547387,Praha 15,CZ0100,Praha,13130,Místní vládní instituce,100 - 199 zaměstnanců,Weilova 1270/4,Hostivař,,,,,,,1568131367,0,,10/09/2019 18:02
1016055,497088,331,304635333,Teplice,41502,567442,Teplice,CZ0426,Teplice,13130,Místní vládní instituce,100 - 199 zaměstnanců,Fr. Šrámka 1350,Trnovany,,,,,,,1568131367,0,,10/09/2019 18:02
1016062,497126,331,304635334,Blansko,67801,581283,Blansko,CZ0641,Blansko,13130,Místní vládní instituce,50 - 99 zaměstnanců,Bezručova 33,,,,,,,,1568131367,0,,10/09/2019 18:02
1016304,507601,331,304549936,Kladno,27203,532053,Kladno,CZ0203,Kladno,13130,Místní vládní instituce,50 - 99 zaměstnanců,Vrapická 53,Vrapice,,,,,,,1568131368,0,,10/09/2019 18:02
1016508,509965,331,304386426,Kutná Hora,28401,533955,Kutná Hora,CZ0205,Kutná Hora,13130,Místní vládní instituce,100 - 199 zaměstnanců,Čáslavská 202,Karlov,,,,,,,1568131368,0,,10/09/2019 18:02
1016572,510912,331,304243813,Třeboň,37901,547336,Třeboň,CZ0313,Jindřichův Hradec,13130,Místní vládní instituce,50 - 99 zaměstnanců,Táboritská 941,Třeboň II,,,,,,,1568131368,0,,10/09/2019 18:02
1016627,511382,331,304608822,Písek,39711,549240,Písek,CZ0314,Písek,13130,Místní vládní instituce,100 - 199 zaměstnanců,Komenského 86,Budějovické Předměstí,,,,,,,1568131369,0,,10/09/2019 18:02
1016778,513156,331,304625183,Hluboká nad Vltavou,37341,544485,Hluboká nad Vltavou,CZ0311,České Budějovice,13130,Místní vládní instituce,50 - 99 zaměstnanců,Zvolenovská 537,,,,,,,,1568131369,0,,10/09/2019 18:02
1017019,520055,331,304556585,Karlovy Vary,36021,554961,Karlovy Vary,CZ0412,Karlovy Vary,13130,Místní vládní instituce,50 - 99 zaměstnanců,Ondřejská 56,,,,,,,,1568131369,0,,10/09/2019 18:02
1017032,520152,331,304243862,Plzeň 3,30100,546003,Plzeň 3,CZ0323,Plzeň-město,13130,Místní vládní instituce,50 - 99 zaměstnanců,Nerudova 33,Jižní Předměstí,,,,,,,1568131369,0,,10/09/2019 18:02
1017097,523925,331,304243866,Plzeň 3,30100,546003,Plzeň 3,CZ0323,Plzeň-město,13130,Místní vládní instituce,50 - 99 zaměstnanců,Škroupova 13,Jižní Předměstí,,,,,,,1568131369,0,,10/09/2019 18:02
1017154,524646,331,304556587,Teplice,41501,567442,Teplice,CZ0426,Teplice,13130,Místní vládní instituce,50 - 99 zaměstnanců,Alejní 12,,,,,,,,1568131370,0,,10/09/2019 18:02
1017175,524905,331,304243875,Most,43401,567027,Most,CZ0425,Most,13130,Místní vládní instituce,50 - 99 zaměstnanců,Jana Palacha 711/2,,,,,,,,1568131370,0,,10/09/2019 18:02
1017328,526517,331,304422621,Liberec (nečleněné město),46001,556904,Liberec (nečleněné město),CZ0513,Liberec,13130,Místní vládní instituce,100 - 199 zaměstnanců,Truhlářská 360/3,Liberec II-Nové Město,,,,,,,1568131370,0,,10/09/2019 18:02
1017447,527939,331,304572572,Hradec Králové,50341,569810,Hradec Králové,CZ0521,Hradec Králové,13130,Místní vládní instituce,100 - 199 zaměstnanců,Velká 3,,,,,,,,1568131370,0,,10/09/2019 18:02
1017506,528714,331,304458398,Semily,51301,576964,Semily,CZ0514,Semily,13130,Místní vládní instituce,50 - 99 zaměstnanců,28. října 607,,,,,,,,1568131370,0,,10/09/2019 18:02
1017584,529842,331,304494515,Ústí nad Orlicí,56201,579891,Ústí nad Orlicí,CZ0534,Ústí nad Orlicí,13130,Místní vládní instituce,50 - 99 zaměstnanců,Dukelská 313,Hylváty,,,,,,,1568131370,0,,10/09/2019 18:02
1017648,530506,331,304422627,Znojmo,66902,593711,Znojmo,CZ0647,Znojmo,13130,Místní vládní instituce,50 - 99 zaměstnanců,Uhelná 3264/6,,,,,,,,1568131370,0,,10/09/2019 18:02
1018716,544612,331,304244006,Prostějov,79655,589250,Prostějov,CZ0713,Prostějov,13130,Místní vládní instituce,50 - 99 zaměstnanců,nám. Edmunda Husserla 1/30,,,,,,,,1568131372,0,,10/09/2019 18:02
1019097,549185,331,304595647,Praha 2,12000,500089,Praha 2,CZ0100,Praha,13130,Místní vládní instituce,50 - 99 zaměstnanců,BELGICKÁ 29,,,,,,,,1568131373,0,,10/09/2019 18:02
1749194,555584,331,338071979,Litvínov,43542,567256,Litvínov,CZ0425,Most,,,50 - 99 zaměstnanců,Mládežnická,Hamr,Místní vládní instituce,13130,1,236,,,1568401203,0,,13/09/2019 21:00
1019573,556807,331,304458439,Děčín,40502,562335,Děčín,CZ0421,Děčín,13130,Místní vládní instituce,100 - 199 zaměstnanců,Ruská 147,Děčín IV-Podmokly,,,,,,,1568131374,0,,10/09/2019 18:02
1077724,565172,112,339569586,Praha,14300,547107,Praha 12,CZ0100,Praha,,,1 - 5 zaměstnanců,Plovdivská,Modřany,Nefinanční podniky soukromé národní,11002,1,3400,,,1568191447,0,,11/09/2019 10:44
1749193,567213,331,339250332,Brno,61700,551074,Brno-jih,CZ0642,Brno-město,,,100 - 199 zaměstnanců,Lomená,Komárov,Místní vládní instituce,13130,1,530,44,,1568401203,0,,13/09/2019 21:00
1749059,574384,331,337879192,Dalovice,36263,537918,Dalovice,CZ0412,Karlovy Vary,,,25 - 49 zaměstnanců,Hlavní,,Místní vládní instituce,13130,1,114,29,,1568401198,0,,13/09/2019 20:59
1019649,574406,331,304244231,Plzeň 3,30100,546003,Plzeň 3,CZ0323,Plzeň-město,13130,Místní vládní instituce,50 - 99 zaměstnanců,Klatovská 200 G,Jižní Předměstí,,,,,,,1568131374,0,,10/09/2019 18:02
1749192,575933,331,337879205,Ostrava,70800,546224,Poruba,CZ0806,Ostrava-město,,,100 - 199 zaměstnanců,Příčná,Poruba,Místní vládní instituce,13130,1,1108,1,,1568401203,0,,13/09/2019 21:00
1749191,576441,331,338168596,Frenštát pod Radhoštěm,74401,599344,Frenštát pod Radhoštěm,CZ0804,Nový Jičín,,,50 - 99 zaměstnanců,Mariánská,,Místní vládní instituce,13130,1,252,,,1568401203,0,,13/09/2019 21:00
1749058,577227,331,338174015,Přerov,75002,511382,Přerov,CZ0714,Přerov,,,50 - 99 zaměstnanců,Šířava,Přerov I-Město,Místní vládní instituce,13130,1,670,7,,1568401198,0,,13/09/2019 20:59
1749057,577235,331,338155198,Český Těšín,73701,598933,Český Těšín,CZ0803,Karviná,,,100 - 199 zaměstnanců,Tyršova,,Místní vládní instituce,13130,1,611,2,,1568401198,0,,13/09/2019 20:59
1749190,577260,331,338136523,Ostrava,70030,546135,Ostrava-Jih,CZ0806,Ostrava-město,,,50 - 99 zaměstnanců,Krakovská,Hrabůvka,Místní vládní instituce,13130,1,1095,33,,1568401203,0,,13/09/2019 21:00
1749053,577448,331,338072029,Olomouc,77900,500496,Olomouc,CZ0712,Olomouc,,,50 - 99 zaměstnanců,Štursova,Hodolany,Místní vládní instituce,13130,1,904,14,,1568401198,0,,13/09/2019 20:59
1749189,577910,331,339505563,Odry,74235,599701,Odry,CZ0804,Nový Jičín,,,25 - 49 zaměstnanců,Sokolovská,,Místní vládní instituce,13130,1,647,1,,1568401203,0,,13/09/2019 21:00
1749188,582158,331,338667341,České Budějovice,37001,544256,České Budějovice,CZ0311,České Budějovice,,,200 - 249 zaměstnanců,Skuherského,České Budějovice 3,Místní vládní instituce,13130,1,1274,3,,1568401203,0,,13/09/2019 21:00
1749049,582298,331,338039596,Trhové Sviny,37401,545171,Trhové Sviny,CZ0311,České Budějovice,,,50 - 99 zaměstnanců,Školní,,Místní vládní instituce,13130,1,709,,,1568401198,0,,13/09/2019 20:59
1749048,582336,331,339691676,České Budějovice,37004,544256,České Budějovice,CZ0311,České Budějovice,,,50 - 99 zaměstnanců,Nerudova,České Budějovice 3,Místní vládní instituce,13130,1,859,59,,1568401198,0,,13/09/2019 20:59
1749187,583855,331,337879328,Velešín,38232,545821,Velešín,CZ0312,Český Krumlov,,,50 - 99 zaměstnanců,U Hřiště,,Místní vládní instituce,13130,1,527,,,1568401203,0,,13/09/2019 21:00
1749186,601594,331,338524944,Nový Jičín,74101,599191,Nový Jičín,CZ0804,Nový Jičín,,,25 - 49 zaměstnanců,Sokolovská,,Místní vládní instituce,13130,1,487,45,,1568401203,0,,13/09/2019 21:00
1019684,601624,331,304458514,Kopřivnice,74221,599565,Kopřivnice,CZ0804,Nový Jičín,13130,Místní vládní instituce,100 - 199 zaměstnanců,Husova 1302,,,,,,,,1568131375,0,,10/09/2019 18:02
1749037,601730,331,337879391,Uničov,78391,505587,Uničov,CZ0712,Olomouc,,,50 - 99 zaměstnanců,Školní,,Místní vládní instituce,13130,1,164,,,1568401198,0,,13/09/2019 20:59
1749185,601837,331,337879394,Hlučín,74801,507016,Hlučín,CZ0805,Opava,,,25 - 49 zaměstnanců,Čs. armády,,Místní vládní instituce,13130,1,336,4a,,1568401203,0,,13/09/2019 21:00
1749020,638013,331,338039653,Brno,63900,550973,Brno-střed,CZ0642,Brno-město,,,100 - 199 zaměstnanců,Jílová,Štýřice,Místní vládní instituce,13130,1,164,36g,,1568401197,0,,13/09/2019 20:59
1749184,638625,331,338149844,Praha,14200,500119,Praha 4,CZ0100,Praha,,,100 - 199 zaměstnanců,Vídeňská,Krč,Místní vládní instituce,13130,1,756,28,,1568401203,0,,13/09/2019 21:00
1749183,638846,331,338006814,Praha,15300,539601,Praha 16,CZ0100,Praha,,,25 - 49 zaměstnanců,Pod Klapicí,Radotín,Místní vládní instituce,13130,1,11,15,,1568401203,0,,13/09/2019 21:00
1749016,638871,331,337879496,Praha,19600,547310,Praha-Čakovice,CZ0100,Praha,,,50 - 99 zaměstnanců,Ke stadionu,Čakovice,Místní vládní instituce,13130,1,623,9,,1568401197,0,,13/09/2019 20:59
1749182,639028,331,338597944,Praha,18600,500208,Praha 8,CZ0100,Praha,,,50 - 99 zaměstnanců,Karlínské náměstí,Karlín,Místní vládní instituce,13130,1,225,8,,1568401203,0,,13/09/2019 21:00
1749013,639133,331,337879498,Praha,10600,500224,Praha 10,CZ0100,Praha,,,50 - 99 zaměstnanců,Jesenická,Záběhlice,Místní vládní instituce,13130,1,3067,1,,1568401197,0,,13/09/2019 20:59
1749181,639184,331,337879499,Praha,15800,539694,Praha 13,CZ0100,Praha,,,1 - 5 zaměstnanců,Seydlerova,Stodůlky,Místní vládní instituce,13130,1,2451,8,,1568401202,0,,13/09/2019 21:00
1749179,639494,331,339691698,Praha,16100,500178,Praha 6,CZ0100,Praha,,,25 - 49 zaměstnanců,K letišti,Ruzyně,Místní vládní instituce,13130,1,278,4a,,1568401202,0,,13/09/2019 21:00
1749011,639516,331,339603722,Praha,19000,500216,Praha 9,CZ0100,Praha,,,25 - 49 zaměstnanců,Učňovská,Hrdlořezy,Místní vládní instituce,13130,1,100,1,,1568401197,0,,13/09/2019 20:59
1749180,640930,331,338541683,Mělník,27601,534676,Mělník,CZ0206,Mělník,,,25 - 49 zaměstnanců,K Učilišti,,Místní vládní instituce,13130,1,2566,,,1568401202,0,,13/09/2019 21:00
1749178,641014,331,338039665,Kralupy nad Vltavou,27801,534951,Kralupy nad Vltavou,CZ0206,Mělník,,,25 - 49 zaměstnanců,Cesta brigádníků,Lobeček,Místní vládní instituce,13130,1,693,,,1568401202,0,,13/09/2019 21:00
1078098,654949,331,337879555,Žamberk,56401,581259,Žamberk,CZ0534,Ústí nad Orlicí,,,25 - 49 zaměstnanců,Zámecká,,Místní vládní instituce,13130,1,1,,,1568191448,0,,11/09/2019 10:44
1749177,659771,331,337879562,Dubno,26101,564508,Dubno,CZ020B,Příbram,,,50 - 99 zaměstnanců,,,Místní vládní instituce,13130,1,100,,,1568401202,0,,13/09/2019 21:00
1749007,663565,331,338635836,Lysá nad Labem,28922,537454,Lysá nad Labem,CZ0208,Nymburk,,,50 - 99 zaměstnanců,Stržiště,,Místní vládní instituce,13130,1,475,,,1568401197,0,,13/09/2019 20:59
1749176,664359,331,338006838,Poděbrady,29001,537683,Poděbrady,CZ0208,Nymburk,,,50 - 99 zaměstnanců,Dr. Beneše,Poděbrady II,Místní vládní instituce,13130,1,413,33,,1568401202,0,,13/09/2019 21:00
